department,product_name,seller_unit,price,discount,upc,url
Baby,Huggies Natural Care Refreshing Scented Baby Wipes,,,,0003600053612,https://www.kroger.com/p/huggies-natural-care-refreshing-scented-baby-wipes/0003600053612?fulfillment=PICKUP
Baby,Comforts Banana Blackberry Stage 2 Baby Food Puree Pouch,4 oz,$0.89,,0004126033014,https://www.kroger.com/p/comforts-banana-blackberry-stage-2-baby-food-puree-pouch/0004126033014?fulfillment=PICKUP
Baby,Pampers Complete Clean Unscented Baby Wipes Pop-Top Pack,,,,0003700075467,https://www.kroger.com/p/pampers-complete-clean-unscented-baby-wipes-pop-top-pack/0003700075467?fulfillment=PICKUP
Baby,Comforts Banana Blueberry & Oatmeal Stage 2 Baby Food Puree Pouch,4 oz,$0.89,,0004126036811,https://www.kroger.com/p/comforts-banana-blueberry-oatmeal-stage-2-baby-food-puree-pouch/0004126036811?fulfillment=PICKUP
Baby,Huggies Natural Care Unscented Sensitive Baby Wipes,6 ct,$11.99,,0003600053614,https://www.kroger.com/p/huggies-natural-care-unscented-sensitive-baby-wipes/0003600053614?fulfillment=PICKUP
Baby,Pampers Sensitive Fragrance Free Baby Wipes,,,,0003700087076,https://www.kroger.com/p/pampers-sensitive-fragrance-free-baby-wipes/0003700087076?fulfillment=PICKUP
Pet,Milk-Bone Medium Dog Biscuits,24 oz,3.89,,0007910051410,https://www.kroger.com/p/milk-bone-medium-dog-biscuits/0007910051410?fulfillment=PICKUP
Pet,Busy Bone Original Small/Medium Dog Long-Lasting Chews,6 ct,,,0003810013038,https://www.kroger.com/p/busy-bone-original-small-medium-dog-long-lasting-chews/0003810013038?fulfillment=PICKUP
Pet,Canine Carry Outs Beef Taco Minis Dog Treats,4.5 oz,$1.25, 4 For $5.00,0007910052018,https://www.kroger.com/p/canine-carry-outs-beef-taco-minis-dog-treats/0007910052018?fulfillment=PICKUP
Pet,Fancy Feast Grilled Ocean Whitefish & Tuna Feast in Gravy Wet Cat Food,3 oz,$0.90,,0005000010084,https://www.kroger.com/p/fancy-feast-grilled-ocean-whitefish-tuna-feast-in-gravy-wet-cat-food/0005000010084?fulfillment=PICKUP
Pet,Purina Friskies Tasty Treasures Prime Fillets with Turkey and Liver in Gravy Wet Cat Food,5.5 oz,$0.80,,0005000057798,https://www.kroger.com/p/purina-friskies-tasty-treasures-prime-fillets-with-turkey-and-liver-in-gravy-wet-cat-food/0005000057798?fulfillment=PICKUP
Pet,Tidy Cats LightWeight Instant Action Clumping Multi-Cat Litter,8.5 lb,$16.49,,0007023016507,https://www.kroger.com/p/tidy-cats-lightweight-instant-action-clumping-multi-cat-litter/0007023016507?fulfillment=PICKUP
Pet,Purina Friskies Paté Chicken & Tuna Dinner Wet Cat Food,5.5 oz,$0.80,,0005000042444,https://www.kroger.com/p/purina-friskies-pat-chicken-tuna-dinner-wet-cat-food/0005000042444?fulfillment=PICKUP
Pet,Friskies Meaty Bits with Beef in Gravy Adult Wet Cat Food,5.5 oz,$0.80,,0005000042314,https://www.kroger.com/p/friskies-meaty-bits-with-beef-in-gravy-adult-wet-cat-food/0005000042314?fulfillment=PICKUP
Pet,Pup-Peroni Original Beef Flavor Dog Treats,38 oz,,,0007910083052,https://www.kroger.com/p/pup-peroni-original-beef-flavor-dog-treats/0007910083052?fulfillment=PICKUP
Pet,Friskies Prime Filets with Chicken in Gravy Wet Cat Food,5.5 oz,$0.80,,0005000017018,https://www.kroger.com/p/friskies-prime-filets-with-chicken-in-gravy-wet-cat-food/0005000017018?fulfillment=PICKUP
Pet,Fancy Feast Classic Pate Tender Liver & Chicken Feast Wet Cat Food,3 oz,$0.90,,0005000042904,https://www.kroger.com/p/fancy-feast-classic-pate-tender-liver-chicken-feast-wet-cat-food/0005000042904?fulfillment=PICKUP
Pet,Temptations Classics Chicken Adult Cat Treats,3 oz,$2.50,,0005849672306,https://www.kroger.com/p/temptations-classics-chicken-adult-cat-treats/0005849672306?fulfillment=PICKUP
Pet,Meow Mix Original Choice Dry Cat Food,3.15 lb,$4.99,,0082927451375,https://www.kroger.com/p/meow-mix-original-choice-dry-cat-food/0082927451375?fulfillment=PICKUP
Pet,Friskies Pate Mixed Grill Adult Wet Cat Food,5.5 oz,$0.80,,0005000042154,https://www.kroger.com/p/friskies-pate-mixed-grill-adult-wet-cat-food/0005000042154?fulfillment=PICKUP
Pet,Fancy Feast Gravy Lovers Chicken Feast in Grilled Chicken Flavor Gravy Wet Cat Food,3 oz,$0.90,,0005000057845,https://www.kroger.com/p/fancy-feast-gravy-lovers-chicken-feast-in-grilled-chicken-flavor-gravy-wet-cat-food/0005000057845?fulfillment=PICKUP
Pet,Canine Carry Outs Beef Hot Dog Minis Dog Treats,4.5 oz,$1.25, 4 For $5.00,0007910052011,https://www.kroger.com/p/canine-carry-outs-beef-hot-dog-minis-dog-treats/0007910052011?fulfillment=PICKUP
Pet,Canine Carry Outs Chicken Flavor Dog Treats,4.5 oz,$1.25, 4 For $5.00,0007910052006,https://www.kroger.com/p/canine-carry-outs-chicken-flavor-dog-treats/0007910052006?fulfillment=PICKUP
Pet,Tidy Cats 24/7 Performance Clumping Multi-Cat Litter,20 lb,$11.49,,0007023011620,https://www.kroger.com/p/tidy-cats-24-7-performance-clumping-multi-cat-litter/0007023011620?fulfillment=PICKUP
Bath,InterDesign Corner Toilet Bowl Brush - White,1 ct,$12.99,,0008149293241,https://www.kroger.com/p/interdesign-corner-toilet-bowl-brush-white/0008149293241?fulfillment=PICKUP
Pet,Purina Friskies Paté Turkey & Giblets Dinner Wet Cat Food,5.5 oz,$0.80,,0005000042184,https://www.kroger.com/p/purina-friskies-pat-turkey-giblets-dinner-wet-cat-food/0005000042184?fulfillment=PICKUP
Pet,Purina Fancy Feast Classic Pate Chicken Feast Wet Cat Food Can,3 oz,$0.90,,0005000042994,https://www.kroger.com/p/purina-fancy-feast-classic-pate-chicken-feast-wet-cat-food-can/0005000042994?fulfillment=PICKUP
Bath,madesmart Medium Basket - White,1 ct,$14.99,,0084023260902,https://www.kroger.com/p/madesmart-medium-basket-white/0084023260902?fulfillment=PICKUP
Pet,Canine Carry Outs Beef Flavor Dog Snacks,4.5 oz,$1.25, 4 For $5.00,0007910052000,https://www.kroger.com/p/canine-carry-outs-beef-flavor-dog-snacks/0007910052000?fulfillment=PICKUP
Bath,Everyday Living Drawer Organizer,1 ct,$5.99,,0004122639638,https://www.kroger.com/p/everyday-living-drawer-organizer/0004122639638?fulfillment=PICKUP
Pet,Canine Carry Outs Bacon Flavor Dog Snacks,4.5 oz,$1.25, 4 For $5.00,0007910052002,https://www.kroger.com/p/canine-carry-outs-bacon-flavor-dog-snacks/0007910052002?fulfillment=PICKUP
Bath,iDesign Classico Suction Bathroom Basket - Silver,1 ct,$11.99,,0008149224329,https://www.kroger.com/p/idesign-classico-suction-bathroom-basket-silver/0008149224329?fulfillment=PICKUP
Bath,Everyday Living 4-Pocket Slotted Drawer Organizer - Clear,1 ct,$7.99,,0004122639628,https://www.kroger.com/p/everyday-living-4-pocket-slotted-drawer-organizer-clear/0004122639628?fulfillment=PICKUP
Bath,iDesign Foaming Soap Pump - Brushed Nickel,14 oz,$9.99,,0008149250100,https://www.kroger.com/p/idesign-foaming-soap-pump-brushed-nickel/0008149250100?fulfillment=PICKUP
Bath,Everyday Living White Wastebasket,1 ct,$7.99,,0004122639888,https://www.kroger.com/p/everyday-living-white-wastebasket/0004122639888?fulfillment=PICKUP
Bath,Everyday Living Frosty White Wastebasket,1 ct,$7.99,,0004122639880,https://www.kroger.com/p/everyday-living-frosty-white-wastebasket/0004122639880?fulfillment=PICKUP
Bath,iDesign Classico Suction Soap Dish - Silver,1 ct,$7.99,,0008149224029,https://www.kroger.com/p/idesign-classico-suction-soap-dish-silver/0008149224029?fulfillment=PICKUP
Bath,InterDesign Drain Protector - Clear,1 ct,$3.99,,0008149222510,https://www.kroger.com/p/interdesign-drain-protector-clear/0008149222510?fulfillment=PICKUP
Bath,InterDesign Moda Bowl Brush - White,1 ct,$12.99,,0008149292601,https://www.kroger.com/p/interdesign-moda-bowl-brush-white/0008149292601?fulfillment=PICKUP
Bath,InterDesign Rondo Shower Caddy - Silver,1 ct,$9.99,,0008149258656,https://www.kroger.com/p/interdesign-rondo-shower-caddy-silver/0008149258656?fulfillment=PICKUP
Bath,Everyday Living O-Ring Shower Curtain Binder Hooks - Chrome,12 pk,$7.99,,0004122657559,https://www.kroger.com/p/everyday-living-o-ring-shower-curtain-binder-hooks-chrome/0004122657559?fulfillment=PICKUP
Bath,iDesign Squeegee Set,1 ct,$3.99,,0008149222300,https://www.kroger.com/p/idesign-squeegee-set/0008149222300?fulfillment=PICKUP
Bath,HD Designs Black Label Luxury Washcloth - High Rise,1 ct,,,0004122617850,https://www.kroger.com/p/hd-designs-black-label-luxury-washcloth-high-rise/0004122617850?fulfillment=PICKUP
Bath,Command Damage-Free Medium Bath Hooks - Frosted,2 pk,$10.28,,0005114195840,https://www.kroger.com/p/command-damage-free-medium-bath-hooks-frosted/0005114195840?fulfillment=PICKUP
Bath,iDesign Clear Power-Lock Suction Hooks - Clear,2 pk,$2.99,,0008149216600,https://www.kroger.com/p/idesign-clear-power-lock-suction-hooks-clear/0008149216600?fulfillment=PICKUP
Bath,Everyday Living Plastic Shower Hooks - Clear,1 ct,$2.99,,0004122686150,https://www.kroger.com/p/everyday-living-plastic-shower-hooks-clear/0004122686150?fulfillment=PICKUP
Bath,SlipX Solutions Rubber Safety Microban Bath Mat - White,14 x 22 in,$7.99,,0007063106401,https://www.kroger.com/p/slipx-solutions-rubber-safety-microban-bath-mat-white/0007063106401?fulfillment=PICKUP
Electronics,Scosche Universal Bluetooth Hands-Free Car Kit - Black,1 ct,$19.99,,0003399107338,https://www.kroger.com/p/scosche-universal-bluetooth-hands-free-car-kit-black/0003399107338?fulfillment=PICKUP
Bath,iDesign Soap Saver - Clear,1 ct,$0.99,,0008149230100,https://www.kroger.com/p/idesign-soap-saver-clear/0008149230100?fulfillment=PICKUP
Electronics,Tracfone Simple Mobile TCL A3 32 GB Prepaid Smartphone - Black,1 ct,$39.99,,0061696040337,https://www.kroger.com/p/tracfone-simple-mobile-tcl-a3-32-gb-prepaid-smartphone-black/0061696040337?fulfillment=PICKUP
Electronics,ZGear High Power Dual Port USB Wall Charger - White,1 ct,$11.99,,0070189010807,https://www.kroger.com/p/zgear-high-power-dual-port-usb-wall-charger-white/0070189010807?fulfillment=PICKUP
Electronics,XBox Wireless Controller - Carbon Black,1 ct,$59.99,,0088984261158,https://www.kroger.com/p/xbox-wireless-controller-carbon-black/0088984261158?fulfillment=PICKUP
Electronics,ZGear Braided Lightning Charging Cable - Black/White,8 ft,$21.99,,0070189011088,https://www.kroger.com/p/zgear-braided-lightning-charging-cable-black-white/0070189011088?fulfillment=PICKUP
Electronics,Skullcandy Dime True Wireless Earbuds - Black,1 ct,,,0081004568326,https://www.kroger.com/p/skullcandy-dime-true-wireless-earbuds-black/0081004568326?fulfillment=PICKUP
Electronics,ZGear High Power Dual Port USB Wall Charger - Black,1 ct,$11.99,,0070189010806,https://www.kroger.com/p/zgear-high-power-dual-port-usb-wall-charger-black/0070189010806?fulfillment=PICKUP
Electronics,Roku Express,1 ct,$37.98,,0082961000325,https://www.kroger.com/p/roku-express/0082961000325?fulfillment=PICKUP
Electronics,Tracfone Prepaid Flip Smart Phone - Black,1 ct,$19.99,,0061696044819,https://www.kroger.com/p/tracfone-prepaid-flip-smart-phone-black/0061696044819?fulfillment=PICKUP
Electronics,ZGear Lightning Tip Braided Charge Cable,4 ft,$14.99,,0070189011082,https://www.kroger.com/p/zgear-lightning-tip-braided-charge-cable/0070189011082?fulfillment=PICKUP
Electronics,ZGear Braided USB C Sync and Charge Cable - Black,4 ft,$10.99,,0070189011138,https://www.kroger.com/p/zgear-braided-usb-c-sync-and-charge-cable-black/0070189011138?fulfillment=PICKUP
Electronics,Fujifilm Instax Mini Film Twin Pack,2.12 x 3.38 in,$21.98,,0007410194468,https://www.kroger.com/p/fujifilm-instax-mini-film-twin-pack/0007410194468?fulfillment=PICKUP
Electronics,Skullcandy Wireless Headphones - Black,1 ct,,,0081001558932,https://www.kroger.com/p/skullcandy-wireless-headphones-black/0081001558932?fulfillment=PICKUP
Electronics,Simple Mobile BLU View 2 Non-Contract Phone - Black,1 ct,22.99,,0061696038559,https://www.kroger.com/p/simple-mobile-blu-view-2-non-contract-phone-black/0061696038559?fulfillment=PICKUP
Electronics,TracFone BLU View 2 Prepaid Phone - Black,1 ct,$29.99,,0061696038473,https://www.kroger.com/p/tracfone-blu-view-2-prepaid-phone-black/0061696038473?fulfillment=PICKUP
Electronics,CELLCandy Charge and Sync Cable - Black,3 ft,$10.00,,0070189090003,https://www.kroger.com/p/cellcandy-charge-and-sync-cable-black/0070189090003?fulfillment=PICKUP
Electronics,CELLCandy Charge and Sync Cable - White,3 ft,$10.00,,0070189090007,https://www.kroger.com/p/cellcandy-charge-and-sync-cable-white/0070189090007?fulfillment=PICKUP
Breakfast,Eggland's Best Large White Eggs,12 ct,$5.49,,0071514150349,https://www.kroger.com/p/eggland-s-best-large-white-eggs/0071514150349?fulfillment=PICKUP
Breakfast,Malt-O-Meal Berry Colossal Crunch Bag Cereal,23 oz,$3.49,,0004240006934,https://www.kroger.com/p/malt-o-meal-berry-colossal-crunch-bag-cereal/0004240006934?fulfillment=PICKUP
Electronics,Skullcandy Jib Wireless Earbuds with Microphone - Black,1 ct,$9.99,,0087861509138,https://www.kroger.com/p/skullcandy-jib-wireless-earbuds-with-microphone-black/0087861509138?fulfillment=PICKUP
Breakfast,Malt-O-Meal Fruity Dyno-Bites Bag Cereal,19 oz,$3.49,,0004240003935,https://www.kroger.com/p/malt-o-meal-fruity-dyno-bites-bag-cereal/0004240003935?fulfillment=PICKUP
Breakfast,Malt-O-Meal Cocoa Dyno-Bites Bag Cereal Zip-Pak,19 oz,$3.49,,0004240003930,https://www.kroger.com/p/malt-o-meal-cocoa-dyno-bites-bag-cereal-zip-pak/0004240003930?fulfillment=PICKUP
Breakfast,Cinnamon Toast Crunch Original Cinnamon Breakfast Cereal,12 oz,2.99,,0001600012254,https://www.kroger.com/p/cinnamon-toast-crunch-original-cinnamon-breakfast-cereal/0001600012254?fulfillment=PICKUP
Breakfast,Land O' Lakes Salted Butter in Half Sticks,1 lb,$6.79,,0003450015181,https://www.kroger.com/p/land-o-lakes-salted-butter-in-half-sticks/0003450015181?fulfillment=PICKUP
Breakfast,Honey Nut Cheerios Gluten Free Breakfast Cereal,10.8 oz,2.99,,0001600012479,https://www.kroger.com/p/honey-nut-cheerios-gluten-free-breakfast-cereal/0001600012479?fulfillment=PICKUP
Breakfast,Thomas' Pre-Sliced Everything Bagels,6 ct / 20 oz,$4.99,,0004812125319,https://www.kroger.com/p/thomas-pre-sliced-everything-bagels/0004812125319?fulfillment=PICKUP
Breakfast,Thomas' Pre-Sliced Plain Bagels,6 ct / 20 oz,$4.99,,0004812127707,https://www.kroger.com/p/thomas-pre-sliced-plain-bagels/0004812127707?fulfillment=PICKUP
Breakfast,Kellogg's Froot Loops Original Breakfast Cereal Large Size,14.7 oz,$5.29,,0003800019888,https://www.kroger.com/p/kellogg-s-froot-loops-original-breakfast-cereal-large-size/0003800019888?fulfillment=PICKUP
Toys & Games,Sorry! Board Game,1 ct,10.79,,0063050993812,https://www.kroger.com/p/sorry-board-game/0063050993812?fulfillment=PICKUP
Toys & Games,Sunny Days Maxx Action Rescue Vehicles 3 Pack,3 pk,11.99,,0081892901509,https://www.kroger.com/p/sunny-days-maxx-action-rescue-vehicles-3-pack/0081892901509?fulfillment=PICKUP
Toys & Games,Maxx Bubbles Plastic Blower Refill,1 ct,$31.98,,0081892901794,https://www.kroger.com/p/maxx-bubbles-plastic-blower-refill/0081892901794?fulfillment=PICKUP
Toys & Games,Squishmallow Parrot Squish,12 in,,,0073468927119,https://www.kroger.com/p/squishmallow-parrot-squish/0073468927119?fulfillment=PICKUP
Toys & Games,JA-RU Magic Grow Aquarium,1 ct,$3.49,,0007565600306,https://www.kroger.com/p/ja-ru-magic-grow-aquarium/0007565600306?fulfillment=PICKUP
Toys & Games,Zuru Pets Alive Poppy Booty Shakin Pug Plush Toy,1 ct,10.20,,0019305202182,https://www.kroger.com/p/zuru-pets-alive-poppy-booty-shakin-pug-plush-toy/0019305202182?fulfillment=PICKUP
Toys & Games,Zuru Smashers Dino Island Mini Egg,1 ct,10.19,,0019305203782,https://www.kroger.com/p/zuru-smashers-dino-island-mini-egg/0019305203782?fulfillment=PICKUP
Toys & Games,Mattel Barbie Color Reveal Doll - Assorted,1 ct,13.19,,0019473500729,https://www.kroger.com/p/mattel-barbie-color-reveal-doll-assorted/0019473500729?fulfillment=PICKUP
Toys & Games,JA-RU Color Play Putty,2 pk,,,0007565605052,https://www.kroger.com/p/ja-ru-color-play-putty/0007565605052?fulfillment=PICKUP
Toys & Games,Crayola Washable Kids' Paint Set,18 pk,$3.43,,0007166200314,https://www.kroger.com/p/crayola-washable-kids-paint-set/0007166200314?fulfillment=PICKUP
Toys & Games,Squishmallow Squirrel Squish,8 in,,,0073468927118,https://www.kroger.com/p/squishmallow-squirrel-squish/0073468927118?fulfillment=PICKUP
Toys & Games,Crayola Uni-Creatures Coloring Book,1 ct,2.39,,0007166212638,https://www.kroger.com/p/crayola-uni-creatures-coloring-book/0007166212638?fulfillment=PICKUP
Toys & Games,Mattel Hot Wheels Cars,5 pk,$15.91,,0007429901806,https://www.kroger.com/p/mattel-hot-wheels-cars/0007429901806?fulfillment=PICKUP
Toys & Games,Zuru Series 4 Surprise Mini Brands,1 ct,3.00,,0019305203776,https://www.kroger.com/p/zuru-series-4-surprise-mini-brands/0019305203776?fulfillment=PICKUP
Toys & Games,Zuru Smashers Epic Egg Series 4 Mega Light-Up Dino,1 ct,10.20,,0019305202782,https://www.kroger.com/p/zuru-smashers-epic-egg-series-4-mega-light-up-dino/0019305202782?fulfillment=PICKUP
Toys & Games,Red Jr Ping Pong Activity Pack,1 ct,$3.99,,0063711812030,https://www.kroger.com/p/red-jr-ping-pong-activity-pack/0063711812030?fulfillment=PICKUP
Toys & Games,Mattel Hot Wheels Character Cars Overwatch Tracer Toy Car,1 ct,$12.31,,0088796181231,https://www.kroger.com/p/mattel-hot-wheels-character-cars-overwatch-tracer-toy-car/0088796181231?fulfillment=PICKUP
Cleaning and Organization,Sterilite Storage Box with Lid - White/Clear,16 qt,$5.99,,0007314916448,https://www.kroger.com/p/sterilite-storage-box-with-lid-white-clear/0007314916448?fulfillment=PICKUP
Cleaning and Organization,Mason Craft & More Clamp Jar Set,5 pc,12.00,,0004855265209,https://www.kroger.com/p/mason-craft-more-clamp-jar-set/0004855265209?fulfillment=PICKUP
Cleaning and Organization,Command Damage-Free Hanging Large White Utility Hook,1 ct,3.43,,0005113165142,https://www.kroger.com/p/command-damage-free-hanging-large-white-utility-hook/0005113165142?fulfillment=PICKUP
Cleaning and Organization,Scotch-Brite 50% Sticker Cleaning Lint Roller,1 ct,3.99,,0005114159858,https://www.kroger.com/p/scotch-brite-50-sticker-cleaning-lint-roller/0005114159858?fulfillment=PICKUP
Toys & Games,Zuru Metal Machines Die-Cast Car,1 ct,$1.29,,0084521802497,https://www.kroger.com/p/zuru-metal-machines-die-cast-car/0084521802497?fulfillment=PICKUP
Cleaning and Organization,Command Damage-Free White Medium Utility Hooks,6 pk,$10.69,,0005113194937,https://www.kroger.com/p/command-damage-free-white-medium-utility-hooks/0005113194937?fulfillment=PICKUP
Cleaning and Organization,Sterilite Storage Box with Lid - White,1 ct,$1.89,,0007314916428,https://www.kroger.com/p/sterilite-storage-box-with-lid-white/0007314916428?fulfillment=PICKUP
Cleaning and Organization,Sterlite Rectangular Bushel Laundry Basket - White,1 ct,$5.99,,0007314912458,https://www.kroger.com/p/sterlite-rectangular-bushel-laundry-basket-white/0007314912458?fulfillment=PICKUP
Cleaning and Organization,Command Damage-Free Hanging Utensil Hooks - Clear,3 pk,3.75,,0005114134701,https://www.kroger.com/p/command-damage-free-hanging-utensil-hooks-clear/0005114134701?fulfillment=PICKUP
Cleaning and Organization,Command Damage-Free Hanging Decorating Clips - Clear,20 pk,5.59,,0005114134699,https://www.kroger.com/p/command-damage-free-hanging-decorating-clips-clear/0005114134699?fulfillment=PICKUP
Cleaning and Organization,Mason Craft & More Apothecary Jar Set,4 pc,12.00,,0004855265208,https://www.kroger.com/p/mason-craft-more-apothecary-jar-set/0004855265208?fulfillment=PICKUP
Cleaning and Organization,Command Damage-Free Medium Clear Hooks,2 pk,4.31,,0005114134704,https://www.kroger.com/p/command-damage-free-medium-clear-hooks/0005114134704?fulfillment=PICKUP
Cleaning and Organization,Command Damage-Free Hanging Small Poster Strips - White,12 pk,$2.99,,0005113165988,https://www.kroger.com/p/command-damage-free-hanging-small-poster-strips-white/0005113165988?fulfillment=PICKUP
Cleaning and Organization,Evercare Pet Giant Lint Roller,1 ct,3.99,,0007098201344,https://www.kroger.com/p/evercare-pet-giant-lint-roller/0007098201344?fulfillment=PICKUP
Cleaning and Organization,"Swiffer WetJet Wood Wood Floor Cleaner, 42.2 fl oz",42.2/Fl Oz,$6.49,,0003700023682,https://www.kroger.com/p/swiffer-wetjet-wood-wood-floor-cleaner-42-2-fl-oz/0003700023682?fulfillment=PICKUP
